-4.590668715536594391e-03,-3.766855597496032715e-02,3.846119403839111328e+00,-1.398662030696868896e-01,-3.668185323476791382e-02,3.848652124404907227e+00,-1.545524597167968750e-01,4.060662388801574707e-01,3.870891094207763672e+00,-1.862558126449584961e-01,7.741955518722534180e-01,4.070571422576904297e+00,1.306842267513275146e-01,-3.864943236112594604e-02,3.843800067901611328e+00,1.765737235546112061e-01,4.036942720413208008e-01,3.865078926086425781e+00,2.156919986009597778e-01,7.775021195411682129e-01,4.056491374969482422e+00,-2.608754672110080719e-03,-2.649276256561279297e-01,3.848233938217163086e+00,-2.421152079477906227e-03,-5.073917508125305176e-01,3.778949260711669922e+00,-1.019808091223239899e-02,-5.339384675025939941e-01,3.685326099395751953e+00,-1.346117630600929260e-02,-6.496109366416931152e-01,3.706639766693115234e+00,1.239953264594078064e-01,-4.511179327964782715e-01,3.803583383560180664e+00,2.385319471359252930e-01,-2.095119059085845947e-01,3.869936466217041016e+00,3.092001080513000488e-01,1.722916588187217712e-02,3.845008373260498047e+00,-1.260845512151718140e-01,-4.538267552852630615e-01,3.816454887390136719e+00,-2.326583266258239746e-01,-2.199559509754180908e-01,3.917664766311645508e+00,-3.230271339416503906e-01,-4.885904490947723389e-04,3.931255340576171875e+00
-2.394082490354776382e-03,-3.777213394641876221e-02,3.846088171005249023e+00,-1.376945376396179199e-01,-3.678597509860992432e-02,3.848654508590698242e+00,-1.523961424827575684e-01,4.060358107089996338e-01,3.870868206024169922e+00,-1.840988099575042725e-01,7.741146683692932129e-01,4.070656776428222656e+00,1.329057216644287109e-01,-3.875245153903961182e-02,3.843734979629516602e+00,1.787539124488830566e-01,4.036649465560913086e-01,3.865104198455810547e+00,2.179974019527435303e-01,7.774611711502075195e-01,4.056509494781494141e+00,-3.954756539314985275e-04,-2.650597095489501953e-01,3.848124504089355469e+00,-2.471634652465581894e-04,-5.075507164001464844e-01,3.778823137283325195e+00,-8.019600063562393188e-03,-5.341117382049560547e-01,3.685155868530273438e+00,-1.127654686570167542e-02,-6.497774720191955566e-01,3.706492662429809570e+00,1.262041777372360229e-01,-4.512650966644287109e-01,3.803423166275024414e+00,2.407454252243041992e-01,-2.096082568168640137e-01,3.869763612747192383e+00,3.114832341670989990e-01,1.712004095315933228e-02,3.844837665557861328e+00,-1.239295452833175659e-01,-4.540078043937683105e-01,3.816356658935546875e+00,-2.305377274751663208e-01,-2.200858592987060547e-01,3.917533397674560547e+00,-3.208630084991455078e-01,-5.943737924098968506e-04,3.931331872940063477e+00
-3.779973369091749191e-03,-3.768345341086387634e-02,3.846450328826904297e+00,-1.391139626502990723e-01,-3.668520599603652954e-02,3.849014520645141602e+00,-1.538119316101074219e-01,4.061592221260070801e-01,3.871222496032714844e+00,-1.855626255273818970e-01,7.742872238159179688e-01,4.071044921875000000e+00,1.315533667802810669e-01,-3.867585211992263794e-02,3.844099044799804688e+00,1.773552298545837402e-01,4.037978053092956543e-01,3.865489721298217773e+00,2.166902273893356323e-01,7.776414752006530762e-01,4.056810379028320312e+00,-1.785370055586099625e-03,-2.649902701377868652e-01,3.848408699035644531e+00,-1.677704975008964539e-03,-5.074755549430847168e-01,3.779087543487548828e+00,-9.492797777056694031e-03,-5.340167284011840820e-01,3.685353040695190430e+00,-1.272816397249698639e-02,-6.496972441673278809e-01,3.706650972366333008e+00,1.248175576329231262e-01,-4.511583745479583740e-01,3.803672313690185547e+00,2.393638640642166138e-01,-2.094705402851104736e-01,3.869984865188598633e+00,3.101126253604888916e-01,1.726549118757247925e-02,3.845204114913940430e+00,-1.254031062126159668e-01,-4.539030194282531738e-01,3.816644191741943359e+00,-2.320823222398757935e-01,-2.199570238590240479e-01,3.917870283126831055e+00,-3.224180042743682861e-01,-3.112182021141052246e-04,3.931868314743041992e+00
-4.870894830673933029e-03,-3.762428462505340576e-02,3.846567392349243164e+00,-1.402060389518737793e-01,-3.660867735743522644e-02,3.849149703979492188e+00,-1.549423336982727051e-01,4.062371253967285156e-01,3.871398925781250000e+00,-1.865926980972290039e-01,7.743724584579467773e-01,4.071340084075927734e+00,1.304636001586914062e-01,-3.863405808806419373e-02,3.844197988510131836e+00,1.762094199657440186e-01,4.038623273372650146e-01,3.865732908248901367e+00,2.156540900468826294e-01,7.776489257812500000e-01,4.057147502899169922e+00,-2.865310292690992355e-03,-2.649229466915130615e-01,3.848524332046508789e+00,-2.793724182993173599e-03,-5.074386596679687500e-01,3.779209613800048828e+00,-1.058387756347656250e-02,-5.340037941932678223e-01,3.685476779937744141e+00,-1.382888853549957275e-02,-6.496936082839965820e-01,3.706811666488647461e+00,1.237177401781082153e-01,-4.511381089687347412e-01,3.803768157958984375e+00,2.382690906524658203e-01,-2.094289362430572510e-01,3.870039224624633789e+00,3.091344237327575684e-01,1.733853667974472046e-02,3.845137596130371094e+00,-1.265207231044769287e-01,-4.538521468639373779e-01,3.816776037216186523e+00,-2.332414090633392334e-01,-2.198583483695983887e-01,3.917949676513671875e+00,-3.236226141452789307e-01,-1.674443483352661133e-04,3.931935787200927734e+00
-5.029995460063219070e-03,-3.746531903743743896e-02,3.846484899520874023e+00,-1.404158622026443481e-01,-3.646618500351905823e-02,3.849045515060424805e+00,-1.550893485546112061e-01,4.064731895923614502e-01,3.871248722076416016e+00,-1.867796480655670166e-01,7.745421528816223145e-01,4.071317672729492188e+00,1.303551942110061646e-01,-3.845861181616783142e-02,3.844137430191040039e+00,1.761207133531570435e-01,4.041137099266052246e-01,3.865580081939697266e+00,2.155483216047286987e-01,7.778460383415222168e-01,4.057163715362548828e+00,-3.018471878021955490e-03,-2.647553682327270508e-01,3.848329544067382812e+00,-2.906084060668945312e-03,-5.072728395462036133e-01,3.778915166854858398e+00,-1.068634353578090668e-02,-5.338486433029174805e-01,3.685100078582763672e+00,-1.398494094610214233e-02,-6.495301723480224609e-01,3.706494808197021484e+00,1.236405819654464722e-01,-4.509798288345336914e-01,3.803524971008300781e+00,2.382219284772872925e-01,-2.092440575361251831e-01,3.869862318038940430e+00,3.090529143810272217e-01,1.753738150000572205e-02,3.844842910766601562e+00,-1.266832500696182251e-01,-4.537370204925537109e-01,3.816507577896118164e+00,-2.333961576223373413e-01,-2.197913676500320435e-01,3.917810440063476562e+00,-3.238669931888580322e-01,-4.265829920768737793e-05,3.932025909423828125e+00
-5.325933452695608139e-03,-3.734253346920013428e-02,3.846374273300170898e+00,-1.407917588949203491e-01,-3.634749725461006165e-02,3.848927736282348633e+00,-1.553799659013748169e-01,4.066224098205566406e-01,3.871181488037109375e+00,-1.870876401662826538e-01,7.746824026107788086e-01,4.071386337280273438e+00,1.301392018795013428e-01,-3.833171725273132324e-02,3.844033956527709961e+00,1.758900433778762817e-01,4.042927324771881104e-01,3.865390539169311523e+00,2.153658419847488403e-01,7.780030369758605957e-01,4.057085990905761719e+00,-3.306131111457943916e-03,-2.646650075912475586e-01,3.848159074783325195e+00,-3.179954364895820618e-03,-5.071576237678527832e-01,3.778602123260498047e+00,-1.099997386336326599e-02,-5.337175130844116211e-01,3.684675931930541992e+00,-1.430566702038049698e-02,-6.493930220603942871e-01,3.706113815307617188e+00,1.234366297721862793e-01,-4.508131742477416992e-01,3.803237676620483398e+00,2.380364686250686646e-01,-2.090133130550384521e-01,3.869507789611816406e+00,3.088637888431549072e-01,1.782231405377388000e-02,3.844444036483764648e+00,-1.270344108343124390e-01,-4.536065757274627686e-01,3.816236972808837891e+00,-2.337854951620101929e-01,-2.197237461805343628e-01,3.917710781097412109e+00,-3.244777619838714600e-01,9.712204337120056152e-05,3.931986331939697266e+00
-5.656314082443714142e-03,-3.711111843585968018e-02,3.846320629119873047e+00,-1.412433832883834839e-01,-3.612709790468215942e-02,3.848899126052856445e+00,-1.557211428880691528e-01,4.069486260414123535e-01,3.870732545852661133e+00,-1.874496787786483765e-01,7.749072313308715820e-01,4.071160793304443359e+00,1.299300938844680786e-01,-3.808927536010742188e-02,3.843955755233764648e+00,1.757045686244964600e-01,4.046624898910522461e-01,3.864752054214477539e+00,2.151757329702377319e-01,7.783033847808837891e-01,4.056614875793457031e+00,-3.571493085473775864e-03,-2.643957436084747314e-01,3.848034858703613281e+00,-3.491600276902318001e-03,-5.068741440773010254e-01,3.778367519378662109e+00,-1.137221604585647583e-02,-5.334311723709106445e-01,3.684309720993041992e+00,-1.470609847456216812e-02,-6.491118669509887695e-01,3.705800533294677734e+00,1.232075616717338562e-01,-4.504473805427551270e-01,3.802947521209716797e+00,2.378350049257278442e-01,-2.085587829351425171e-01,3.869057655334472656e+00,3.087170422077178955e-01,1.834822446107864380e-02,3.844173669815063477e+00,-1.274330765008926392e-01,-4.533491730690002441e-01,3.816073656082153320e+00,-2.342605739831924438e-01,-2.193987369537353516e-01,3.917552947998046875e+00,-3.251864314079284668e-01,3.749579191207885742e-04,3.931426048278808594e+00
-5.102260969579219818e-03,-3.690095245838165283e-02,3.846261262893676758e+00,-1.408247202634811401e-01,-3.583385422825813293e-02,3.848884344100952148e+00,-1.552800387144088745e-01,4.072963297367095947e-01,3.869953632354736328e+00,-1.869488805532455444e-01,7.750267386436462402e-01,4.070784091949462891e+00,1.306195110082626343e-01,-3.796214982867240906e-02,3.843852043151855469e+00,1.764646917581558228e-01,4.049781262874603271e-01,3.863667964935302734e+00,2.158858031034469604e-01,7.784239053726196289e-01,4.055778980255126953e+00,-3.016601549461483955e-03,-2.641434073448181152e-01,3.847803831100463867e+00,-2.966231433674693108e-03,-5.065394639968872070e-01,3.777897596359252930e+00,-1.088665425777435303e-02,-5.330749154090881348e-01,3.683721065521240234e+00,-1.424924097955226898e-02,-6.487423181533813477e-01,3.705367803573608398e+00,1.238132566213607788e-01,-4.501481950283050537e-01,3.802501201629638672e+00,2.385497540235519409e-01,-2.082609534263610840e-01,3.868448019027709961e+00,3.094500303268432617e-01,1.868537440896034241e-02,3.843599319458007812e+00,-1.269710212945938110e-01,-4.530099332332611084e-01,3.815569639205932617e+00,-2.338487058877944946e-01,-2.190092802047729492e-01,3.916741609573364258e+00,-3.249841630458831787e-01,1.070473343133926392e-03,3.930086374282836914e+00
-5.953847896307706833e-03,-3.687668964266777039e-02,3.846245527267456055e+00,-1.418322324752807617e-01,-3.574912622570991516e-02,3.848929643630981445e+00,-1.563295722007751465e-01,4.073595106601715088e-01,3.869452476501464844e+00,-1.877584457397460938e-01,7.748796343803405762e-01,4.070839881896972656e+00,1.299238055944442749e-01,-3.799838945269584656e-02,3.843776464462280273e+00,1.757485568523406982e-01,4.050278961658477783e-01,3.862671613693237305e+00,2.152298986911773682e-01,7.782106995582580566e-01,4.055214881896972656e+00,-3.813929390162229538e-03,-2.640547454357147217e-01,3.847657680511474609e+00,-3.896248992532491684e-03,-5.063560605049133301e-01,3.777512311935424805e+00,-1.187857240438461304e-02,-5.328553915023803711e-01,3.683206081390380859e+00,-1.525323279201984406e-02,-6.484951972961425781e-01,3.705002546310424805e+00,1.229535490274429321e-01,-4.499436616897583008e-01,3.802078247070312500e+00,2.377331852912902832e-01,-2.079986035823822021e-01,3.867764472961425781e+00,3.087977766990661621e-01,1.892613619565963745e-02,3.842743396759033203e+00,-1.279519349336624146e-01,-4.527814388275146484e-01,3.815195083618164062e+00,-2.349454462528228760e-01,-2.186813652515411377e-01,3.916099071502685547e+00,-3.263309895992279053e-01,1.663606613874435425e-03,3.928913116455078125e+00
-6.904747337102890015e-03,-3.689403086900711060e-02,3.846405267715454102e+00,-1.429242938756942749e-01,-3.575995564460754395e-02,3.849131822586059570e+00,-1.574696153402328491e-01,4.073546528816223145e-01,3.869177341461181641e+00,-1.886951476335525513e-01,7.747523188591003418e-01,4.070947170257568359e+00,1.291140764951705933e-01,-3.802220523357391357e-02,3.843894481658935547e+00,1.749571114778518677e-01,4.050730466842651367e-01,3.861985206604003906e+00,2.143481671810150146e-01,7.780570387840270996e-01,4.055056571960449219e+00,-4.700293764472007751e-03,-2.640011906623840332e-01,3.847781181335449219e+00,-4.881928674876689911e-03,-5.062858462333679199e-01,3.777521371841430664e+00,-1.294149085879325867e-02,-5.327290892601013184e-01,3.683166027069091797e+00,-1.630282029509544373e-02,-6.483832001686096191e-01,3.705015182495117188e+00,1.220417320728302002e-01,-4.498865604400634766e-01,3.802115678787231445e+00,2.368791550397872925e-01,-2.079159319400787354e-01,3.868033647537231445e+00,3.082715570926666260e-01,1.891710609197616577e-02,3.843656063079833984e+00,-1.289883852005004883e-01,-4.527273476123809814e-01,3.815269470214843750e+00,-2.360859960317611694e-01,-2.185432016849517822e-01,3.916496276855468750e+00,-3.279588222503662109e-01,1.908443868160247803e-03,3.929852962493896484e+00
